cell_line	agent	perturbation	replicate	time	concentration	cell_count	cell_count__ctrl	cell_count__time0	ctrl_tag	time0_tag	GRvalue
BT20	drugA	1	1	48	0.001	360	370	241	c_23	t0_6	0.913335
BT20	drugA	1	1	48	0.003162	383	370	241	c_23	t0_6	1.11484
BT20	drugA	1	1	48	0.01	421	370	241	c_23	t0_6	1.46435
BT20	drugA	1	1	48	0.03162	313	370	241	c_23	t0_6	0.526001
BT20	drugA	1	1	48	0.1	387	370	241	c_23	t0_6	1.15067
BT20	drugA	1	1	48	0.3162	351	370	241	c_23	t0_6	0.836594
BT20	drugA	1	1	48	1	435	370	241	c_23	t0_6	1.5982
BT20	drugA	1	1	48	3.162	361	370	241	c_23	t0_6	0.921935
BT20	drugA	1	1	48	10	348	370	241	c_23	t0_6	0.811281
BT20	drugB	1	1	48	0.001	421	370	241	c_23	t0_6	1.46435
BT20	drugB	1	1	48	0.003162	400	370	241	c_23	t0_6	1.26868
BT20	drugB	1	1	48	0.01	344	370	241	c_23	t0_6	0.777739
BT20	drugB	1	1	48	0.03162	379	370	241	c_23	t0_6	1.07925
BT20	drugB	1	1	48	0.1	345	370	241	c_23	t0_6	0.786102
BT20	drugB	1	1	48	0.3162	443	370	241	c_23	t0_6	1.6759
BT20	drugB	1	1	48	1	322	370	241	c_23	t0_6	0.597573
BT20	drugB	1	1	48	3.162	348	370	241	c_23	t0_6	0.811281
BT20	drugB	1	1	48	10	293	370	241	c_23	t0_6	0.37148
BT20	drugC	1	1	48	0.001	362	370	241	c_23	t0_6	0.93055
BT20	drugC	1	1	48	0.003162	310	370	241	c_23	t0_6	0.502423
BT20	drugC	1	1	48	0.01	404	370	241	c_23	t0_6	1.30547
BT20	drugC	1	1	48	0.03162	322	370	241	c_23	t0_6	0.597573
BT20	drugC	1	1	48	0.1	301	370	241	c_23	t0_6	0.432533
BT20	drugC	1	1	48	0.3162	280	370	241	c_23	t0_6	0.274448
BT20	drugC	1	1	48	1	289	370	241	c_23	t0_6	0.341335
BT20	drugC	1	1	48	3.162	312	370	241	c_23	t0_6	0.518127
BT20	drugC	1	1	48	10	261	370	241	c_23	t0_6	0.137576
BT20	drugD	1	1	48	0.001	329	370	241	c_23	t0_6	0.654101
BT20	drugD	1	1	48	0.003162	380	370	241	c_23	t0_6	1.08812
BT20	drugD	1	1	48	0.01	393	370	241	c_23	t0_6	1.20484
BT20	drugD	1	1	48	0.03162	311	370	241	c_23	t0_6	0.510267
BT20	drugD	1	1	48	0.1	278	370	241	c_23	t0_6	0.259762
BT20	drugD	1	1	48	0.3162	228	370	241	c_23	t0_6	-0.085754
BT20	drugD	1	1	48	1	241	370	241	c_23	t0_6	0
BT20	drugD	1	1	48	3.162	275	370	241	c_23	t0_6	0.237856
BT20	drugD	1	1	48	10	299	370	241	c_23	t0_6	0.417175
BT20	-	1	2	48	0	386	377	241	c_24	t0_6	NaN
BT20	-	1	2	48	0	394	377	241	c_24	t0_6	NaN
BT20	-	1	2	48	0	338	377	241	c_24	t0_6	NaN
BT20	-	1	2	48	0	415	377	241	c_24	t0_6	NaN
BT20	-	1	2	48	0	381	377	241	c_24	t0_6	NaN
BT20	-	1	2	48	0	320	377	241	c_24	t0_6	NaN
BT20	-	1	2	48	0	350	377	241	c_24	t0_6	NaN
BT20	-	1	2	48	0	419	377	241	c_24	t0_6	NaN
BT20	drugA	1	2	48	0.001	404	377	241	c_24	t0_6	1.22621
BT20	drugA	1	2	48	0.003162	356	377	241	c_24	t0_6	0.830082
BT20	drugA	1	2	48	0.01	349	377	241	c_24	t0_6	0.774639
BT20	drugA	1	2	48	0.03162	375	377	241	c_24	t0_6	0.983588
BT20	drugA	1	2	48	0.1	444	377	241	c_24	t0_6	1.5768
BT20	drugA	1	2	48	0.3162	397	377	241	c_24	t0_6	1.16674
BT20	drugA	1	2	48	1	388	377	241	c_24	t0_6	1.09112
BT20	drugA	1	2	48	3.162	377	377	241	c_24	t0_6	1
BT20	drugA	1	2	48	10	324	377	241	c_24	t0_6	0.581627
BT20	drugB	1	2	48	0.001	349	377	241	c_24	t0_6	0.774639
BT20	drugB	1	2	48	0.003162	459	377	241	c_24	t0_6	1.71291
BT20	drugB	1	2	48	0.01	320	377	241	c_24	t0_6	0.551482
BT20	drugB	1	2	48	0.03162	410	377	241	c_24	t0_6	1.27763
BT20	drugB	1	2	48	0.1	386	377	241	c_24	t0_6	1.07445
BT20	drugB	1	2	48	0.3162	381	377	241	c_24	t0_6	1.03297
BT20	drugB	1	2	48	1	366	377	241	c_24	t0_6	0.910328
BT20	drugB	1	2	48	3.162	312	377	241	c_24	t0_6	0.49181
BT20	drugB	1	2	48	10	315	377	241	c_24	t0_6	0.51409
BT20	drugC	1	2	48	0.001	404	377	241	c_24	t0_6	1.22621
BT20	drugC	1	2	48	0.003162	388	377	241	c_24	t0_6	1.09112
BT20	drugC	1	2	48	0.01	359	377	241	c_24	t0_6	0.854028
BT20	drugC	1	2	48	0.03162	385	377	241	c_24	t0_6	1.06613
BT20	drugC	1	2	48	0.1	308	377	241	c_24	t0_6	0.462287
BT20	drugC	1	2	48	0.3162	272	377	241	c_24	t0_6	0.20617
BT20	drugC	1	2	48	1	380	377	241	c_24	t0_6	1.02471
BT20	drugC	1	2	48	3.162	343	377	241	c_24	t0_6	0.7276
BT20	drugC	1	2	48	10	305	377	241	c_24	t0_6	0.440282
BT20	drugD	1	2	48	0.001	362	377	241	c_24	t0_6	0.878083
BT20	drugD	1	2	48	0.003162	345	377	241	c_24	t0_6	0.74323
BT20	drugD	1	2	48	0.01	404	377	241	c_24	t0_6	1.22621
BT20	drugD	1	2	48	0.03162	323	377	241	c_24	t0_6	0.574072
BT20	drugD	1	2	48	0.1	297	377	241	c_24	t0_6	0.382183
BT20	drugD	1	2	48	0.3162	271	377	241	c_24	t0_6	0.199308
BT20	drugD	1	2	48	1	267	377	241	c_24	t0_6	0.171997
BT20	drugD	1	2	48	3.162	260	377	241	c_24	t0_6	0.124742
BT20	drugD	1	2	48	10	292	377	241	c_24	t0_6	0.346303
BT20	-	1	3	48	0	373	372	241	c_25	t0_6	NaN
BT20	-	1	3	48	0	412	372	241	c_25	t0_6	NaN
BT20	-	1	3	48	0	392	372	241	c_25	t0_6	NaN
BT20	-	1	3	48	0	316	372	241	c_25	t0_6	NaN
BT20	-	1	3	48	0	409	372	241	c_25	t0_6	NaN
BT20	-	1	3	48	0	302	372	241	c_25	t0_6	NaN
BT20	-	1	3	48	0	302	372	241	c_25	t0_6	NaN
BT20	-	1	3	48	0	417	372	241	c_25	t0_6	NaN
BT20	drugA	1	3	48	0.001	426	372	241	c_25	t0_6	1.48328
BT20	drugA	1	3	48	0.003162	403	372	241	c_25	t0_6	1.27267
BT20	drugA	1	3	48	0.01	341	372	241	c_25	t0_6	0.740567
BT20	drugA	1	3	48	0.03162	375	372	241	c_25	t0_6	1.02582
BT20	drugA	1	3	48	0.1	384	372	241	c_25	t0_6	1.104
BT20	drugA	1	3	48	0.3162	346	372	241	c_25	t0_6	0.781497
BT20	drugA	1	3	48	1	356	372	241	c_25	t0_6	0.864418
BT20	drugA	1	3	48	3.162	303	372	241	c_25	t0_6	0.441314
BT20	drugA	1	3	48	10	388	372	241	c_25	t0_6	1.13911
BT20	drugB	1	3	48	0.001	343	372	241	c_25	t0_6	0.756897
BT20	drugB	1	3	48	0.003162	335	372	241	c_25	t0_6	0.691923
BT20	drugB	1	3	48	0.01	376	372	241	c_25	t0_6	1.03445
BT20	drugB	1	3	48	0.03162	380	372	241	c_25	t0_6	1.06912
BT20	drugB	1	3	48	0.1	374	372	241	c_25	t0_6	1.0172
BT20	drugB	1	3	48	0.3162	393	372	241	c_25	t0_6	1.18329
BT20	drugB	1	3	48	1	364	372	241	c_25	t0_6	0.931764
BT20	drugB	1	3	48	3.162	379	372	241	c_25	t0_6	1.06043
BT20	drugB	1	3	48	10	305	372	241	c_25	t0_6	0.456534
BT20	drugC	1	3	48	0.001	380	372	241	c_25	t0_6	1.06912
BT20	drugC	1	3	48	0.003162	302	372	241	c_25	t0_6	0.433726
BT20	drugC	1	3	48	0.01	301	372	241	c_25	t0_6	0.426153
BT20	drugC	1	3	48	0.03162	382	372	241	c_25	t0_6	1.08653
BT20	drugC	1	3	48	0.1	321	372	241	c_25	t0_6	0.580436
BT20	drugC	1	3	48	0.3162	342	372	241	c_25	t0_6	0.748725
BT20	drugC	1	3	48	1	280	372	241	c_25	t0_6	0.270616
BT20	drugC	1	3	48	3.162	296	372	241	c_25	t0_6	0.388513
BT20	drugC	1	3	48	10	268	372	241	c_25	t0_6	0.184783
BT20	drugD	1	3	48	0.001	377	372	241	c_25	t0_6	1.0431
BT20	drugD	1	3	48	0.003162	318	372	241	c_25	t0_6	0.556918
BT20	drugD	1	3	48	0.01	388	372	241	c_25	t0_6	1.13911
BT20	drugD	1	3	48	0.03162	321	372	241	c_25	t0_6	0.580436
BT20	drugD	1	3	48	0.1	284	372	241	c_25	t0_6	0.299723
BT20	drugD	1	3	48	0.3162	245	372	241	c_25	t0_6	0.0266331
BT20	drugD	1	3	48	1	269	372	241	c_25	t0_6	0.19185
BT20	drugD	1	3	48	3.162	219	372	241	c_25	t0_6	-0.141741
BT20	drugD	1	3	48	10	231	372	241	c_25	t0_6	-0.0654305
BT20	-	1	1	72	0	422	434	241	c_26	t0_6	NaN
BT20	-	1	1	72	0	440	434	241	c_26	t0_6	NaN
BT20	-	1	1	72	0	491	434	241	c_26	t0_6	NaN
BT20	-	1	1	72	0	439	434	241	c_26	t0_6	NaN
BT20	-	1	1	72	0	435	434	241	c_26	t0_6	NaN
BT20	-	1	1	72	0	375	434	241	c_26	t0_6	NaN
BT20	-	1	1	72	0	377	434	241	c_26	t0_6	NaN
BT20	-	1	1	72	0	443	434	241	c_26	t0_6	NaN
BT20	drugA	1	1	72	0.001	391	434	241	c_26	t0_6	0.768628
BT20	drugA	1	1	72	0.003162	447	434	241	c_26	t0_6	1.07078
BT20	drugA	1	1	72	0.01	394	434	241	c_26	t0_6	0.784629
BT20	drugA	1	1	72	0.03162	411	434	241	c_26	t0_6	0.875707
BT20	drugA	1	1	72	0.1	440	434	241	c_26	t0_6	1.03262
BT20	drugA	1	1	72	0.3162	386	434	241	c_26	t0_6	0.742009
BT20	drugA	1	1	72	1	441	434	241	c_26	t0_6	1.03806
BT20	drugA	1	1	72	3.162	404	434	241	c_26	t0_6	0.838122
BT20	drugA	1	1	72	10	448	434	241	c_26	t0_6	1.07624
BT20	drugB	1	1	72	0.001	460	434	241	c_26	t0_6	1.14192
BT20	drugB	1	1	72	0.003162	431	434	241	c_26	t0_6	0.98372
BT20	drugB	1	1	72	0.01	513	434	241	c_26	t0_6	1.43562
BT20	drugB	1	1	72	0.03162	456	434	241	c_26	t0_6	1.11999
BT20	drugB	1	1	72	0.1	446	434	241	c_26	t0_6	1.06532
BT20	drugB	1	1	72	0.3162	439	434	241	c_26	t0_6	1.02718
BT20	drugB	1	1	72	1	406	434	241	c_26	t0_6	0.848849
BT20	drugB	1	1	72	3.162	413	434	241	c_26	t0_6	0.886467
BT20	drugB	1	1	72	10	351	434	241	c_26	t0_6	0.557431
BT20	drugC	1	1	72	0.001	360	434	241	c_26	t0_6	0.604593
BT20	drugC	1	1	72	0.003162	459	434	241	c_26	t0_6	1.13644
BT20	drugC	1	1	72	0.01	387	434	241	c_26	t0_6	0.747328
BT20	drugC	1	1	72	0.03162	477	434	241	c_26	t0_6	1.2355
BT20	drugC	1	1	72	0.1	349	434	241	c_26	t0_6	0.54698
BT20	drugC	1	1	72	0.3162	343	434	241	c_26	t0_6	0.51569
BT20	drugC	1	1	72	1	360	434	241	c_26	t0_6	0.604593
BT20	drugC	1	1	72	3.162	381	434	241	c_26	t0_6	0.715451
BT20	drugC	1	1	72	10	331	434	241	c_26	t0_6	0.453403
BT20	drugD	1	1	72	0.001	513	434	241	c_26	t0_6	1.43562
BT20	drugD	1	1	72	0.003162	465	434	241	c_26	t0_6	1.16938
BT20	drugD	1	1	72	0.01	499	434	241	c_26	t0_6	1.35749
BT20	drugD	1	1	72	0.03162	391	434	241	c_26	t0_6	0.768628
BT20	drugD	1	1	72	0.1	277	434	241	c_26	t0_6	0.17827
BT20	drugD	1	1	72	0.3162	227	434	241	c_26	t0_6	-0.0680901
BT20	drugD	1	1	72	1	235	434	241	c_26	t0_6	-0.0292703
BT20	drugD	1	1	72	3.162	260	434	241	c_26	t0_6	0.0935364
BT20	drugD	1	1	72	10	301	434	241	c_26	t0_6	0.299471
BT20	-	1	2	72	0	441	427	241	c_27	t0_6	NaN
BT20	-	1	2	72	0	470	427	241	c_27	t0_6	NaN
BT20	-	1	2	72	0	453	427	241	c_27	t0_6	NaN
BT20	-	1	2	72	0	429	427	241	c_27	t0_6	NaN
BT20	-	1	2	72	0	375	427	241	c_27	t0_6	NaN
BT20	-	1	2	72	0	455	427	241	c_27	t0_6	NaN
BT20	-	1	2	72	0	388	427	241	c_27	t0_6	NaN
BT20	-	1	2	72	0	358	427	241	c_27	t0_6	NaN
BT20	drugA	1	2	72	0.001	389	427	241	c_27	t0_6	0.786395
BT20	drugA	1	2	72	0.003162	433	427	241	c_27	t0_6	1.03411
BT20	drugA	1	2	72	0.01	372	427	241	c_27	t0_6	0.692233
BT20	drugA	1	2	72	0.03162	435	427	241	c_27	t0_6	1.0455
BT20	drugA	1	2	72	0.1	442	427	241	c_27	t0_6	1.08545
BT20	drugA	1	2	72	0.3162	374	427	241	c_27	t0_6	0.703264
BT20	drugA	1	2	72	1	455	427	241	c_27	t0_6	1.16001
BT20	drugA	1	2	72	3.162	349	427	241	c_27	t0_6	0.566287
BT20	drugA	1	2	72	10	332	427	241	c_27	t0_6	0.474314
BT20	drugB	1	2	72	0.001	395	427	241	c_27	t0_6	0.819839
BT20	drugB	1	2	72	0.003162	483	427	241	c_27	t0_6	1.32213
BT20	drugB	1	2	72	0.01	451	427	241	c_27	t0_6	1.13702
BT20	drugB	1	2	72	0.03162	448	427	241	c_27	t0_6	1.11981
BT20	drugB	1	2	72	0.1	387	427	241	c_27	t0_6	0.775271
BT20	drugB	1	2	72	0.3162	513	427	241	c_27	t0_6	1.49804
BT20	drugB	1	2	72	1	427	427	241	c_27	t0_6	1
BT20	drugB	1	2	72	3.162	399	427	241	c_27	t0_6	0.842196
BT20	drugB	1	2	72	10	366	427	241	c_27	t0_6	0.659214
BT20	drugC	1	2	72	0.001	468	427	241	c_27	t0_6	1.23502
BT20	drugC	1	2	72	0.003162	455	427	241	c_27	t0_6	1.16001
BT20	drugC	1	2	72	0.01	431	427	241	c_27	t0_6	1.02273
BT20	drugC	1	2	72	0.03162	356	427	241	c_27	t0_6	0.604437
BT20	drugC	1	2	72	0.1	329	427	241	c_27	t0_6	0.458186
BT20	drugC	1	2	72	0.3162	372	427	241	c_27	t0_6	0.692233
BT20	drugC	1	2	72	1	384	427	241	c_27	t0_6	0.758608
BT20	drugC	1	2	72	3.162	334	427	241	c_27	t0_6	0.485084
BT20	drugC	1	2	72	10	334	427	241	c_27	t0_6	0.485084
BT20	drugD	1	2	72	0.001	468	427	241	c_27	t0_6	1.23502
BT20	drugD	1	2	72	0.003162	359	427	241	c_27	t0_6	0.620836
BT20	drugD	1	2	72	0.01	353	427	241	c_27	t0_6	0.588068
BT20	drugD	1	2	72	0.03162	374	427	241	c_27	t0_6	0.703264
BT20	drugD	1	2	72	0.1	315	427	241	c_27	t0_6	0.383334
BT20	drugD	1	2	72	0.3162	249	427	241	c_27	t0_6	0.0403667
BT20	drugD	1	2	72	1	278	427	241	c_27	t0_6	0.188958
BT20	drugD	1	2	72	3.162	243	427	241	c_27	t0_6	0.0100654
BT20	drugD	1	2	72	10	270	427	241	c_27	t0_6	0.147624
BT20	-	1	3	72	0	443	448	241	c_28	t0_6	NaN
BT20	-	1	3	72	0	453	448	241	c_28	t0_6	NaN
BT20	-	1	3	72	0	416	448	241	c_28	t0_6	NaN
BT20	-	1	3	72	0	467	448	241	c_28	t0_6	NaN
BT20	-	1	3	72	0	439	448	241	c_28	t0_6	NaN
BT20	-	1	3	72	0	488	448	241	c_28	t0_6	NaN
BT20	-	1	3	72	0	377	448	241	c_28	t0_6	NaN
BT20	-	1	3	72	0	458	448	241	c_28	t0_6	NaN
BT20	drugA	1	3	72	0.001	507	448	241	c_28	t0_6	1.29667
BT20	drugA	1	3	72	0.003162	441	448	241	c_28	t0_6	0.965095
BT20	drugA	1	3	72	0.01	518	448	241	c_28	t0_6	1.35245
BT20	drugA	1	3	72	0.03162	423	448	241	c_28	t0_6	0.875642
BT20	drugA	1	3	72	0.1	427	448	241	c_28	t0_6	0.895483
BT20	drugA	1	3	72	0.3162	502	448	241	c_28	t0_6	1.27137
BT20	drugA	1	3	72	1	512	448	241	c_28	t0_6	1.32201
BT20	drugA	1	3	72	3.162	494	448	241	c_28	t0_6	1.23094
BT20	drugA	1	3	72	10	391	448	241	c_28	t0_6	0.717733
BT20	drugB	1	3	72	0.001	441	448	241	c_28	t0_6	0.965095
BT20	drugB	1	3	72	0.003162	391	448	241	c_28	t0_6	0.717733
BT20	drugB	1	3	72	0.01	392	448	241	c_28	t0_6	0.722645
BT20	drugB	1	3	72	0.03162	492	448	241	c_28	t0_6	1.22084
BT20	drugB	1	3	72	0.1	538	448	241	c_28	t0_6	1.45423
BT20	drugB	1	3	72	0.3162	506	448	241	c_28	t0_6	1.29161
BT20	drugB	1	3	72	1	436	448	241	c_28	t0_6	0.940203
BT20	drugB	1	3	72	3.162	473	448	241	c_28	t0_6	1.12518
BT20	drugB	1	3	72	10	422	448	241	c_28	t0_6	0.870686
BT20	drugC	1	3	72	0.001	424	448	241	c_28	t0_6	0.8806
BT20	drugC	1	3	72	0.003162	462	448	241	c_28	t0_6	1.07
BT20	drugC	1	3	72	0.01	405	448	241	c_28	t0_6	0.786638
BT20	drugC	1	3	72	0.03162	454	448	241	c_28	t0_6	1.02997
BT20	drugC	1	3	72	0.1	388	448	241	c_28	t0_6	0.703005
BT20	drugC	1	3	72	0.3162	303	448	241	c_28	t0_6	0.291684
BT20	drugC	1	3	72	1	356	448	241	c_28	t0_6	0.546763
BT20	drugC	1	3	72	3.162	330	448	241	c_28	t0_6	0.421025
BT20	drugC	1	3	72	10	352	448	241	c_28	t0_6	0.527346
BT20	drugD	1	3	72	0.001	484	448	241	c_28	t0_6	1.18051
BT20	drugD	1	3	72	0.003162	514	448	241	c_28	t0_6	1.33215
BT20	drugD	1	3	72	0.01	383	448	241	c_28	t0_6	0.678488
BT20	drugD	1	3	72	0.03162	406	448	241	c_28	t0_6	0.79157
BT20	drugD	1	3	72	0.1	360	448	241	c_28	t0_6	0.566205
BT20	drugD	1	3	72	0.3162	277	448	241	c_28	t0_6	0.168413
BT20	drugD	1	3	72	1	247	448	241	c_28	t0_6	0.0278743
BT20	drugD	1	3	72	3.162	291	448	241	c_28	t0_6	0.234628
BT20	drugD	1	3	72	10	279	448	241	c_28	t0_6	0.177849
